"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"897","8.7635429542029941E-1","5.1148290147058553E-27","-1.9192404368074575E-1","-4.9903376573332209E-14","2.3007020677463236E-1","-1.4808938468336447E-13","2.9980422307803800E+0","2.1728022077038327E+0","9.6312799829730391E+0","1.0000000000264799E+0","1.215058560962404E-2"
