"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"1","-1.9504329021944997E+0","2.0426876232663817E-16","-5.1745587605368716E-15","3.8866024485093717E-8","1.7910196274433818E+0","2.3665543354077714E-15","1.6218511270177700E+0","6.2831826739790593E+0","3.6525619673077006E+2","1.0000000000000000E+0","3.054200000000000E-6"
