"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"726","-1.4290414528359541E+0","1.9944550129308151E-16","-1.2301490599155343E-21","1.0668612600962540E-10","7.9695025644282169E-1","-2.6951961604712499E-21","2.8065794830440001E+0","6.2830621392033006E+0","3.5314839248940837E+0","1.0011300533351000E+0","2.528017528540000E-5"
