Id ,x0 (LU) ,y0 (LU) ,z0 (LU) ,vx0 (LU/TU) ,vy0 (LU/TU) ,vz0 (LU/TU) ,Jacobi constant (LU2/TU2) ,Period (TU) ,Period (days) ,Stability index  ,Mass ratio
1,-0.01707,0.079844,-5.17E-15,-3.0173, -3.7116,2.3665543354077714E-15,1.6218511270177700E+0,0.03141584257,3.6525619673077006E+2,1.0000000000000000E+0,3.054200000000000E-6
