Id ,x0 (LU) ,y0 (LU) ,z0 (LU) ,vx0 (LU/TU) ,vy0 (LU/TU) ,vz0 (LU/TU) ,Jacobi constant (LU2/TU2) ,Period (TU) ,Period (days) ,Stability index  ,Mass ratio
1,-0.037166733667670,0.049323417515415,-5.17E-15,-2.493066284675145, -4.954939895983689,2.3665543354077714E-15,1.6218511270177700E+0,0.01720212697571,3.6525619673077006E+2,1.0000000000000000E+0,3.054200000000000E-6
