"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"404","6.4705017976217949E-1","-3.2504897776804941E-23","-2.6527760185473629E-26","3.0487778939009659E-13","7.5905615964008910E-1","-7.2973797449038611E-25","2.9109265572471199E+0","6.5293315073396165E+0","2.8942266178609749E+1","5.3670703347050399E+1","1.215058560962404E-2"
